age,income,debts,employment_length,loan_amount,payment_history,credit_utilization,credit_score,loan_purpose_education,loan_purpose_home_improvement,loan_purpose_personal,creditworthy
50,100097,27116,33,8674,1,0.38594003077343225,836,1,0,0,1
50,68280,56251,11,30038,1,0.621022284845797,533,0,0,0,0
37,44262,42323,37,30315,1,0.9701206759874469,508,0,0,1,0
68,100435,19752,0,4676,1,0.7303548263226918,393,0,0,1,0
67,82211,33376,30,3426,1,0.9233777195230183,626,0,1,0,0
43,74842,17669,3,25473,1,0.7645899377310352,524,0,0,1,0
35,148583,33916,4,3962,1,0.5957997992034765,310,1,0,0,0
57,76979,14395,29,30943,1,0.2001031354449811,628,0,0,0,0
41,134524,21421,23,1859,1,0.6700187953735879,311,0,0,0,0
34,101470,56701,2,45816,1,0.627145770300308,334,0,0,0,0
22,58197,57273,10,5138,1,0.6064444787526938,746,0,0,1,0
31,61844,27342,3,36192,1,0.49488800930835836,751,0,0,0,0
59,84754,5895,25,26640,1,0.5333700379493829,519,0,1,0,0
58,121868,55432,26,11409,1,0.341098101846923,740,0,1,0,0
54,54157,51164,26,5017,1,0.5241195657158801,834,0,1,0,0
58,97129,12023,5,11451,1,0.20558034662169347,528,0,0,1,0
54,60042,11699,14,29327,1,0.807122653386773,643,0,0,0,0
38,81665,10715,29,11278,1,0.19391918515172074,379,0,0,1,0
50,135512,20169,36,25944,1,0.09411662699057174,652,0,0,0,1
35,136953,53877,36,44764,1,0.4418835660935858,695,1,0,0,1
47,102856,17163,36,2134,0,0.6617243651110012,589,1,0,0,0
54,47376,54728,34,31131,1,0.44333965668420594,754,0,0,1,0
58,129049,6782,22,38887,0,0.28398659063179554,427,0,1,0,0
53,75554,23641,5,39462,1,0.5625894720515363,842,0,0,1,1
44,34199,59945,3,23520,1,0.35353231205807795,658,0,1,0,0
35,138533,19792,17,22869,1,0.9335390132253667,826,0,0,0,1
50,101412,50492,8,37932,1,0.9234186882075364,612,0,1,0,0
62,70948,36585,28,6039,1,0.5073481017723744,374,0,1,0,0
37,93781,31682,12,22281,1,0.33460515407807595,845,0,0,0,1
25,92750,48864,16,48399,1,0.7397610898170727,495,1,0,0,0
49,86262,19880,31,11442,0,0.04634581404823598,328,0,0,0,0
24,137424,56114,21,9252,0,0.48002131598321474,315,0,0,1,0
30,66600,39067,3,28586,1,0.3429601603276302,722,0,0,1,0
37,96898,43685,4,18568,1,0.9213305262515291,704,0,0,1,0
30,82483,57726,36,21810,1,0.021882996999955717,830,0,0,1,0
37,38297,19073,12,2551,1,0.5572867269611655,376,0,0,1,0
40,50448,37035,33,13625,1,0.7432569452559598,528,1,0,0,0
44,46172,38174,21,35397,1,0.49016780764880086,596,1,0,0,0
25,62874,25837,22,27249,1,0.09454899986109444,809,0,1,0,0
54,27657,18826,2,2361,1,0.9727367761276232,837,0,0,1,0
26,104386,25981,33,27149,1,0.5228303270623369,625,0,0,0,0
22,145617,11382,31,5370,1,0.6180443818758212,662,0,0,1,1
33,45425,5437,20,6283,1,0.24424368488043224,658,1,0,0,1
63,46685,6435,20,8610,1,0.4886631042557358,623,0,0,1,0
63,142000,25819,10,44326,1,0.4348579970387386,625,1,0,0,0
68,132855,37875,38,15924,1,0.0841468835819639,464,0,1,0,0
31,44578,32982,3,48607,1,0.11509875001199255,754,0,1,0,0
67,48831,34328,0,45717,1,0.8390977944225868,452,0,1,0,0
43,27906,13329,27,11626,1,0.24742175268452435,426,1,0,0,0
36,81413,26169,23,35761,1,0.20300868878364425,492,0,0,1,0
51,74028,22932,34,1869,0,0.5098623367376378,829,0,0,1,0
31,27287,35594,12,32552,0,0.7710596600488878,309,0,0,0,0
36,53660,12421,33,2014,1,0.07132705339319803,391,1,0,0,0
28,95758,46033,10,11103,1,0.5810398404418733,438,0,0,0,0
24,80504,8629,35,17986,0,0.12801833841216761,780,0,1,0,0
60,79720,9325,16,45781,1,0.04609644031736228,748,0,0,1,1
24,122979,53290,34,31471,1,0.06221651264059522,632,1,0,0,0
45,54701,29495,17,34458,1,0.8358224671263569,639,0,0,0,0
23,103300,32750,39,26069,1,0.12679275879178095,351,0,0,0,0
52,130177,30619,21,17873,1,0.05469985076816903,765,0,0,0,1
23,37674,41461,23,24248,1,0.44352088827148317,774,0,0,1,0
47,103560,9264,18,24624,0,0.8455535372226045,700,0,0,1,0
49,131543,13686,36,44516,0,0.2697842927244089,738,0,0,1,0
52,43874,47484,38,30061,1,0.42749549135065723,808,1,0,0,0
39,63642,25226,20,25170,0,0.04952330723811371,452,0,0,1,0
41,143867,7721,7,9024,1,0.4545877289935271,813,1,0,0,1
25,117820,57154,27,17678,1,0.5818369498307624,802,0,0,0,0
38,85160,21609,4,39256,1,0.5751979832146233,305,0,0,0,0
48,37602,53130,16,21411,0,0.3391024252526215,799,0,1,0,0
62,123320,8373,36,44803,1,0.32237784885650417,417,0,0,1,0
42,108801,39675,35,20296,1,0.1155573827472319,784,0,0,0,1
41,45931,56249,18,27293,1,0.3731303374398057,767,0,0,1,0
26,114377,49895,26,28172,0,0.108499722184235,460,1,0,0,0
21,49192,29937,33,22128,1,0.7689299852649311,569,0,0,0,0
25,66542,6656,10,19257,1,0.966611554770704,355,0,0,1,0
61,147015,9984,11,13855,1,0.9703737121000399,527,0,0,0,0
32,62520,30984,20,20642,1,0.8664203883816399,448,0,0,0,0
46,84772,54411,10,36585,0,0.6047842278462229,345,0,0,1,0
66,78762,9286,38,21025,0,0.7038570402714411,443,0,0,0,0
54,70106,6901,27,5458,1,0.2923537446536099,639,0,0,0,0
69,101121,32552,4,6307,1,0.6344627159708944,712,0,0,0,1
34,45559,26709,16,42701,1,0.46109305394547867,819,0,0,0,0
46,125595,32055,19,19425,1,0.48719716637916316,643,1,0,0,0
65,53742,38685,11,44427,0,0.7601987947714064,686,0,0,0,0
47,89669,9429,5,29273,1,0.28909917204127916,772,0,1,0,1
29,100199,15716,16,39506,1,0.3248592155775747,574,0,0,0,0
46,41754,49563,18,6668,1,0.9253953732173503,652,0,0,1,0
67,23972,12138,25,26934,1,0.06566205190246252,365,0,1,0,0
42,90831,36298,31,48195,1,0.490777955429207,378,1,0,0,0
67,132217,52112,5,8697,1,0.9136727924037831,501,0,1,0,0
50,61873,24429,35,25417,1,0.6142593777399754,412,0,1,0,0
63,114661,51200,37,17446,1,0.5509430034700108,390,0,1,0,0
68,126532,6772,10,41597,1,0.25724673743706167,440,0,0,1,0
37,146267,49244,32,11751,1,0.3498427341738038,588,0,0,1,0
46,29903,52681,23,47218,0,0.853527931646646,710,0,0,1,0
56,23020,49519,22,8352,1,0.5636259504507736,676,1,0,0,0
21,61755,36732,14,14516,1,0.5195947718192121,683,0,0,1,0
28,105956,40905,26,24299,1,0.10858391640462862,451,0,0,1,0
69,106988,18347,10,32957,1,0.025867874890571893,618,0,1,0,0
55,65648,17920,16,29927,1,0.9640483368001787,668,0,0,1,1
35,123537,32822,13,42094,0,0.38321630561397324,761,0,0,0,0
67,145991,47659,26,37412,1,0.6071809314785093,311,0,0,1,0
42,29516,41108,17,30493,1,0.08891792245541214,455,1,0,0,0
34,132863,24563,27,27711,1,0.686283142865816,776,1,0,0,1
46,135005,8967,3,9003,1,0.9332410416189013,700,0,0,0,1
48,22396,46183,6,32707,1,0.5799086004674455,476,1,0,0,0
43,104082,12871,34,4278,0,0.13485416915165646,640,1,0,0,0
34,39129,29763,8,8296,0,0.585904312198742,356,0,1,0,0
44,148322,12916,7,26398,1,0.7686837409736058,747,0,0,0,1
22,21591,9734,16,36842,1,0.4123523712082785,502,0,1,0,0
65,31303,34613,16,14261,1,0.8810393704620532,501,0,1,0,0
46,50561,29179,32,12173,0,0.6521961238237909,629,0,0,1,0
34,91719,55929,31,31449,1,0.9002564291063104,662,0,0,0,0
27,138618,53188,7,42080,1,0.6272702581348638,753,0,0,1,1
23,112108,56099,18,2637,1,0.139975092284776,655,0,0,1,0
67,148748,36262,37,32781,0,0.31659479399413726,515,0,1,0,0
43,119616,13677,2,14652,0,0.20977699876993236,322,1,0,0,0
66,144165,52871,4,6103,1,0.9097382327396937,454,0,0,0,0
63,106231,19268,12,26500,1,0.7627960666146079,485,1,0,0,0
67,27314,13330,30,35800,1,0.679634385220906,548,0,1,0,0
65,137071,21733,15,36529,0,0.30795665643530545,433,0,1,0,0
38,39623,38947,31,48963,1,0.1922043243297114,620,0,1,0,0
58,87675,28286,21,19452,1,0.7588865771090227,689,0,1,0,1
55,132992,7610,28,32174,1,0.4794163664202889,733,0,1,0,1
35,116826,7430,21,36436,1,0.23353165662912284,321,0,1,0,0
45,85082,40922,2,48406,1,0.6204557583836223,424,1,0,0,0
57,149839,14828,9,16954,0,0.049930513617067455,378,0,0,1,0
48,103624,43913,20,18186,1,0.33290855158697097,350,1,0,0,0
30,125228,32497,15,13356,1,0.4738714246452233,475,0,0,0,0
59,53130,40256,11,33963,1,0.1564787507683118,552,1,0,0,0
37,71756,54889,1,3187,1,0.9848079328149312,545,0,1,0,0
59,117624,56677,23,12707,1,0.21700639094371812,405,1,0,0,0
42,46292,37618,34,36098,0,0.1390495987428329,492,0,0,1,0
46,131785,50841,29,27935,1,0.21149952514802745,615,0,0,0,0
64,147331,47332,29,22225,0,0.771370521828127,601,1,0,0,0
45,106206,27526,34,4606,0,0.4312506026791244,847,0,0,1,0
37,89274,55327,18,33828,1,0.5697617803550127,567,1,0,0,0
33,22469,31158,7,27489,1,0.030799065416497136,469,0,0,0,0
40,73947,26032,25,15387,1,0.04408699548758141,754,1,0,0,1
45,42534,38846,39,4927,1,0.451367294328746,591,0,1,0,0
24,83620,45936,6,7296,1,0.8184886907696073,440,1,0,0,0
30,68874,30794,29,31444,1,0.8863864899204896,445,0,0,1,0
23,69708,6448,6,47390,1,0.09583950191968381,724,1,0,0,1
61,94553,51331,2,47893,1,0.5429794710800125,613,0,0,1,0
65,88344,29861,0,3591,1,0.9140973894164778,483,0,0,0,0
38,69138,29141,35,45895,1,0.3940930268539075,427,1,0,0,0
67,74302,10074,24,49516,1,0.8312701731140849,586,0,0,0,0
56,67638,7406,36,27147,1,0.14235869785544186,552,0,0,0,0
67,98249,32823,0,39889,1,0.9360405447711208,685,1,0,0,1
42,125865,58743,14,2200,0,0.7539090843559896,529,0,0,1,0
54,22719,24291,36,16721,1,0.9419210488590326,570,0,0,0,0
67,42890,42568,12,20238,0,0.6798510612169814,714,0,0,0,0
28,97236,33003,39,12087,1,0.3697698926794327,497,1,0,0,0
60,56509,47851,7,31816,1,0.9387993607994752,622,1,0,0,0
69,62534,35406,4,24408,1,0.2828111085460867,355,1,0,0,0
64,122302,55823,8,40740,1,0.3388507968411152,502,1,0,0,0
39,112241,24312,0,1136,1,0.7038003338217229,437,1,0,0,0
62,38787,44108,35,18413,1,0.7676631365301324,721,0,1,0,0
61,146209,2382,34,49114,1,0.9301094490106623,356,1,0,0,0
57,68845,35171,1,19978,1,0.21275438496564741,370,0,0,1,0
26,77932,42779,39,1661,0,0.8000180548670317,671,0,0,0,0
46,112124,4292,22,36240,0,0.7411605928629939,813,0,0,1,0
54,111659,42779,8,28253,1,0.07315661069106189,383,0,0,1,0
65,53062,34187,33,27884,1,0.3933509097981049,342,0,1,0,0
26,95713,13411,13,33854,1,0.28993780248949763,432,1,0,0,0
57,107263,38285,3,11704,1,0.3114455201104901,694,0,0,0,1
53,115756,53454,29,39987,0,0.9831174107591538,364,0,0,1,0
42,80461,58009,30,25527,0,0.6463496393451286,589,1,0,0,0
41,95418,16422,37,17322,1,0.7204993962155646,675,1,0,0,1
26,86672,43468,10,48517,0,0.976851460941859,766,0,1,0,0
26,148232,33371,34,7968,1,0.38342976463306233,512,0,1,0,0
68,54832,58022,7,28518,1,0.8038217667682779,447,0,1,0,0
24,147335,6693,2,47364,1,0.4401856536714504,770,0,0,0,1
50,51966,34535,13,28886,0,0.87083833509683,448,0,0,1,0
31,92545,52196,12,2700,0,0.18885096589819017,387,0,1,0,0
50,32987,15818,31,29246,0,0.9482093152936368,623,0,1,0,0
51,57311,32238,33,36468,1,0.22658399132677087,695,0,1,0,0
44,51575,31874,18,24199,1,0.3329583019111222,703,0,0,1,0
29,83852,27715,37,45589,1,0.7586303117657127,381,0,0,1,0
23,147650,28605,15,33115,1,0.39981759014975266,585,0,1,0,0
51,21007,35317,1,6520,1,0.6121292629987822,681,0,1,0,0
60,90981,32174,39,45278,0,0.4501277660587342,569,1,0,0,0
